LOX HEIGHT RP1HEIGHT DIAMETER NumEngins
346788 442.72 417.116 -160.438 125020
346833 441.739 417.216 -160.438 125020
346877 440.758 417.316 -160.438 125020
346920 439.777 417.416 -160.438 125020
346964 438.796 417.516 -160.438 125020
347008 437.815 417.616 -160.438 125020
347052 436.834 417.716 -160.438 125020
347095 435.853 417.816 -160.438 125020
347139 434.872 417.916 -160.438 125020
347182 433.891 418.016 -160.438 125020
347225 432.91 418.116 -160.438 125020
347268 431.929 418.216 -160.438 125020
347311 430.948 418.316 -160.438 125020
347354 429.967 418.416 -160.438 125020
347397 428.986 418.516 -160.438 125020
347440 428.005 418.616 -160.438 125020
347482 427.024 418.716 -160.438 125020
347525 426.043 418.816 -160.438 125020
347567 425.062 418.916 -160.438 125020
347610 424.081 419.016 -160.438 125020
347652 423.1 419.116 -160.438 125020
347694 422.119 419.216 -160.438 125020
347736 421.138 419.316 -160.438 125020
347778 420.157 419.416 -160.438 125020
347820 419.176 419.516 -160.438 125020
347862 418.195 419.616 -160.438 125020
347903 417.214 419.716 -160.438 125020
347945 416.233 419.816 -160.438 125020
347986 415.252 419.916 -160.438 125020
348028 414.271 420.016 -160.438 125020
348069 413.29 420.116 -160.438 125020
348110 412.31 420.216 -160.438 125020
348151 411.329 420.316 -160.438 125020
348192 410.348 420.416 -160.438 125020
348233 409.367 420.516 -160.438 125020
348274 408.386 420.616 -160.438 125020
348315 407.405 420.716 -160.438 125020
348355 406.424 420.816 -160.438 125020
348396 405.443 420.916 -160.438 125020
348436 404.462 421.016 -160.438 125020
348476 403.481 421.116 -160.438 125020
348517 402.5 421.216 -160.438 125020
348557 401.519 421.316 -160.438 125020
348597 400.538 421.417 -160.438 125020
348637 399.557 421.517 -160.438 125020
348676 398.576 421.617 -160.438 125020
348716 397.595 421.717 -160.438 125020
348756 396.614 421.817 -160.438 125020
348795 395.633 421.917 -160.438 125020
348835 394.652 422.017 -160.438 125020
348874 393.671 422.117 -160.438 125020
348913 392.69 422.217 -160.438 125020
348952 391.709 422.317 -160.438 125020
348991 390.728 422.417 -160.438 125020
349030 389.747 422.517 -160.438 125020
349069 388.766 422.617 -160.438 125020
349108 387.785 422.717 -160.438 125020
349146 386.804 422.817 -160.438 125020
349185 385.823 422.917 -160.438 125020
349223 384.842 423.017 -160.438 125020
349261 383.861 423.117 -160.438 125020
349300 382.88 423.217 -160.438 125020
349338 381.899 423.317 -160.438 125020
349376 380.918 423.417 -160.438 125020
349414 379.937 423.517 -160.438 125020
349452 378.956 423.617 -160.438 125020
349489 377.975 423.717 -160.438 125020
349527 376.994 423.817 -160.438 125020
349565 376.013 423.917 -160.438 125020
349602 375.032 424.017 -160.438 125020
349639 374.051 424.117 -160.438 125020
349677 373.07 424.217 -160.438 125020
349714 372.089 424.317 -160.438 125020
349751 371.108 424.417 -160.438 125020
349788 370.127 424.517 -160.438 125020
349825 369.146 424.617 -160.438 125020
349861 368.165 424.717 -160.438 125020
349898 367.184 424.817 -160.438 125020
349935 366.203 424.917 -160.438 125020
349971 365.222 425.017 -160.438 125020
350007 364.241 425.117 -160.438 125020
350044 363.26 425.217 -160.438 125020
350080 362.279 425.317 -160.438 125020
350116 361.298 425.417 -160.438 125020
350152 360.317 425.517 -160.438 125020
350188 359.336 425.617 -160.438 125020
350223 358.355 425.717 -160.438 125020
350259 357.374 425.817 -160.438 125020
350295 356.393 425.917 -160.438 125020
350330 355.412 426.017 -160.438 125020
350366 354.431 426.117 -160.438 125020
350401 353.45 426.217 -160.438 125020
350436 352.469 426.317 -160.438 125020
350471 351.488 426.417 -160.438 125020
350506 350.507 426.517 -160.438 125020
350541 349.526 426.617 -160.438 125020
350576 348.545 426.717 -160.438 125020
350610 347.564 426.817 -160.438 125020
350645 346.583 426.917 -160.438 125020
350680 345.602 427.017 -160.438 125020
350714 344.621 427.117 -160.438 125020
350748 343.64 427.217 -160.438 125020
350782 342.659 427.317 -160.438 125020
350817 341.678 427.417 -160.438 125020
350851 340.697 427.517 -160.438 125020
350884 339.716 427.617 -160.438 125020
350918 338.735 427.717 -160.438 125020
350952 337.754 427.817 -160.438 125020
350986 336.773 427.917 -160.438 125020
351019 335.792 428.017 -160.438 125020
351053 334.811 428.117 -160.438 125020
351086 333.831 428.217 -160.438 125020
351119 332.85 428.317 -160.438 125020
351152 331.869 428.417 -160.438 125020
351185 330.888 428.517 -160.438 125020
351218 329.907 428.617 -160.438 125020
351251 328.926 428.717 -160.438 125020
351284 327.945 428.817 -160.438 125020
351316 326.964 428.917 -160.438 125020
351349 325.983 429.017 -160.438 125020
351381 325.002 429.117 -160.438 125020
351414 324.021 429.217 -160.438 125020
351446 323.04 429.317 -160.438 125020
351478 322.059 429.417 -160.438 125020
351510 321.078 429.517 -160.438 125020
351542 320.097 429.617 -160.438 125020
351574 319.116 429.717 -160.438 125020
351606 318.135 429.817 -160.438 125020
351637 317.154 429.917 -160.438 125020
351669 316.173 430.017 -160.438 125020
351700 315.192 430.117 -160.438 125020
351732 314.211 430.217 -160.438 125020
351763 313.23 430.317 -160.438 125020
351794 312.249 430.417 -160.438 125020
351825 311.268 430.517 -160.438 125020
351856 310.287 430.617 -160.438 125020
351887 309.306 430.717 -160.438 125020
351918 308.325 430.817 -160.438 125020
351948 307.344 430.917 -160.438 125020
351979 306.363 431.017 -160.438 125020
352010 305.382 431.117 -160.438 125020
352040 304.401 431.217 -160.438 125020
352070 303.42 431.317 -160.438 125020
352100 302.439 431.417 -160.438 125020
352130 301.458 431.517 -160.438 125020
352160 300.477 431.617 -160.438 125020
352190 299.496 431.717 -160.438 125020
352220 298.515 431.817 -160.438 125020
352250 297.534 431.917 -160.438 125020
352279 296.553 432.017 -160.438 125020
352309 295.572 432.117 -160.438 125020
352338 294.591 432.217 -160.438 125020
352368 293.61 432.317 -160.438 125020
352397 292.629 432.417 -160.438 125020
352426 291.648 432.517 -160.438 125020
352455 290.667 432.617 -160.438 125020
352484 289.686 432.717 -160.438 125020
352513 288.705 432.817 -160.438 125020
352541 287.724 432.917 -160.438 125020
352570 286.743 433.017 -160.438 125020
352598 285.762 433.117 -160.438 125020
352627 284.781 433.217 -160.438 125020
352655 283.8 433.317 -160.438 125020
352683 282.819 433.417 -160.438 125020
352712 281.838 433.517 -160.438 125020
352740 280.857 433.617 -160.438 125020
352767 279.876 433.717 -160.438 125020
352795 278.895 433.817 -160.438 125020
352823 277.914 433.917 -160.438 125020
352851 276.933 434.017 -160.438 125020
352878 275.952 434.117 -160.438 125020
352906 274.971 434.217 -160.438 125020
352933 273.99 434.317 -160.438 125020
352960 273.009 434.417 -160.438 125020
352987 272.028 434.517 -160.438 125020
353014 271.047 434.617 -160.438 125020
353041 270.066 434.717 -160.438 125020
353068 269.085 434.817 -160.438 125020
353095 268.104 434.917 -160.438 125020
353122 267.123 435.017 -160.438 125020
353148 266.142 435.117 -160.438 125020
353175 265.161 435.217 -160.438 125020
353201 264.18 435.317 -160.438 125020
353227 263.199 435.417 -160.438 125020
353253 262.218 435.517 -160.438 125020
353279 261.237 435.617 -160.438 125020
353305 260.256 435.717 -160.438 125020
353331 259.275 435.817 -160.438 125020
353357 258.294 435.917 -160.438 125020
353383 257.313 436.017 -160.438 125020
353408 256.332 436.117 -160.438 125020
353434 255.351 436.217 -160.438 125020
353459 254.37 436.317 -160.438 125020
353484 253.389 436.417 -160.438 125020
353510 252.408 436.517 -160.438 125020
353535 251.427 436.617 -160.438 125020
353560 250.446 436.717 -160.438 125020
353584 249.465 436.817 -160.438 125020
353609 248.484 436.917 -160.438 125020
353634 247.503 437.017 -160.438 125020
353659 246.522 437.117 -160.438 125020
353683 245.541 437.217 -160.438 125020
353707 244.56 437.317 -160.438 125020
353732 243.579 437.417 -160.438 125020
353756 242.598 437.517 -160.438 125020
353780 241.617 437.617 -160.438 125020
353804 240.636 437.717 -160.438 125020
353828 239.655 437.818 -160.438 125020
353852 238.674 437.918 -160.438 125020
353875 237.693 438.018 -160.438 125020
353899 236.712 438.118 -160.438 125020
353923 235.731 438.218 -160.438 125020
353946 234.75 438.318 -160.438 125020
353969 233.769 438.418 -160.438 125020
353992 232.788 438.518 -160.438 125020
354016 231.807 438.618 -160.438 125020
354039 230.826 438.718 -160.438 125020
354062 229.845 438.818 -160.438 125020
354084 228.864 438.918 -160.438 125020
354107 227.883 439.018 -160.438 125020
354130 226.902 439.118 -160.438 125020
354152 225.921 439.218 -160.438 125020
354175 224.94 439.318 -160.438 125020
354197 223.959 439.418 -160.438 125020
354219 222.978 439.518 -160.438 125020
354241 221.997 439.618 -160.438 125020
354263 221.016 439.718 -160.438 125020
354285 220.035 439.818 -160.438 125020
354307 219.054 439.918 -160.438 125020
354329 218.073 440.018 -160.438 125020
354351 217.092 440.118 -160.438 125020
354372 216.111 440.218 -160.438 125020
354394 215.13 440.318 -160.438 125020
354415 214.149 440.418 -160.438 125020
354436 213.168 440.518 -160.438 125020
354457 212.187 440.618 -160.438 125020
354478 211.206 440.718 -160.438 125020
354499 210.225 440.818 -160.438 125020
354520 209.244 440.918 -160.438 125020
354541 208.263 441.018 -160.438 125020
354562 207.282 441.118 -160.438 125020
354582 206.301 441.218 -160.438 125020
354603 205.32 441.318 -160.438 125020
354623 204.339 441.418 -160.438 125020
354643 203.358 441.518 -160.438 125020
354664 202.377 441.618 -160.438 125020
354684 201.396 441.718 -160.438 125020
354704 200.415 441.818 -160.438 125020
354723 199.434 441.918 -160.438 125020
354743 198.453 442.018 -160.438 125020
354763 197.472 442.118 -160.438 125020
354783 196.491 442.218 -160.438 125020
354802 195.51 442.318 -160.438 125020
354821 194.529 442.418 -160.438 125020
354841 193.548 442.518 -160.438 125020
354860 192.567 442.618 -160.438 125020
354879 191.586 442.718 -160.438 125020
354898 190.605 442.818 -160.438 125020
354917 189.624 442.918 -160.438 125020
354936 188.643 443.018 -160.438 125020
354954 187.662 443.118 -160.438 125020
354973 186.681 443.218 -160.438 125020
354992 185.7 443.318 -160.438 125020
355010 184.719 443.418 -160.438 125020
355028 183.738 443.518 -160.438 125020
355046 182.757 443.618 -160.438 125020
355065 181.776 443.718 -160.438 125020
355083 180.795 443.818 -160.438 125020
355101 179.814 443.918 -160.438 125020
355118 178.833 444.018 -160.438 125020
355136 177.852 444.118 -160.438 125020
355154 176.871 444.218 -160.438 125020
355171 175.89 444.318 -160.438 125020
355189 174.909 444.418 -160.438 125020
355206 173.928 444.518 -160.438 125020
355223 172.947 444.618 -160.438 125020
355240 171.966 444.718 -160.438 125020
355257 170.985 444.818 -160.438 125020
355274 170.004 444.918 -160.438 125020
355291 169.023 445.018 -160.438 125020
355308 168.042 445.118 -160.438 125020
355325 167.061 445.218 -160.438 125020
355341 166.08 445.318 -160.438 125020
355358 165.099 445.418 -160.438 125020
355374 164.118 445.518 -160.438 125020
355390 163.137 445.618 -160.438 125020
355406 162.156 445.718 -160.438 125020
355422 161.175 445.818 -160.438 125020
355438 160.194 445.918 -160.438 125020
355454 159.213 446.018 -160.438 125020
355470 158.232 446.118 -160.438 125020
355486 157.251 446.218 -160.438 125020
355501 156.27 446.318 -160.438 125020
355517 155.289 446.418 -160.438 125020
355532 154.308 446.518 -160.438 125020
355547 153.327 446.618 -160.438 125020
355562 152.346 446.718 -160.438 125020
355577 151.365 446.818 -160.438 125020
355592 150.384 446.918 -160.438 125020
355607 149.403 447.018 -160.438 125020
355622 148.422 447.118 -160.438 125020
355637 147.441 447.218 -160.438 125020
355651 146.46 447.318 -160.438 125020
355666 145.479 447.418 -160.438 125020
355680 144.498 447.518 -160.438 125020
355695 143.517 447.618 -160.438 125020
355709 142.536 447.718 -160.438 125020
355723 141.555 447.818 -160.438 125020
355737 140.574 447.918 -160.438 125020
355751 139.593 448.018 -160.438 125020
355765 138.612 448.118 -160.438 125020
355778 137.631 448.218 -160.438 125020
355792 136.65 448.318 -160.438 125020
355805 135.669 448.418 -160.438 125020
355819 134.688 448.518 -160.438 125020
355832 133.707 448.618 -160.438 125020
355845 132.726 448.718 -160.438 125020
355858 131.745 448.818 -160.438 125020
355871 130.764 448.918 -160.438 125020
355884 129.783 449.018 -160.438 125020
355897 128.802 449.118 -160.438 125020
355910 127.821 449.218 -160.438 125020
355922 126.84 449.318 -160.438 125020
355935 125.859 449.418 -160.438 125020
355947 124.878 449.518 -160.438 125020
355960 123.897 449.618 -160.438 125020
355972 122.916 449.718 -160.438 125020
355984 121.935 449.818 -160.438 125020
355996 120.954 449.918 -160.438 125020
356008 119.973 450.018 -160.438 125020
356020 118.992 450.118 -160.438 125020
356032 118.011 450.218 -160.438 125020
356043 117.03 450.318 -160.438 125020
356055 116.049 450.418 -160.438 125020
356066 115.068 450.518 -160.438 125020
356078 114.087 450.618 -160.438 125020
356089 113.106 450.718 -160.438 125020
356100 112.125 450.818 -160.438 125020
356111 111.144 450.918 -160.438 125020
356122 110.163 451.018 -160.438 125020
356133 109.182 451.118 -160.438 125020
356144 108.201 451.218 -160.438 125020
356154 107.22 451.318 -160.438 125020
356165 106.239 451.418 -160.438 125020
356175 105.258 451.518 -160.438 125020
356186 104.277 451.618 -160.438 125020
356196 103.296 451.718 -160.438 125020
356206 102.315 451.818 -160.438 125020
356216 101.334 451.918 -160.438 125020
356226 100.353 452.018 -160.438 125020
356236 99.372 452.118 -160.438 125020
356246 98.391 452.218 -160.438 125020
356255 97.41 452.318 -160.438 125020
356265 96.429 452.418 -160.438 125020
356275 95.448 452.518 -160.438 125020
356284 94.467 452.618 -160.438 125020
356293 93.486 452.718 -160.438 125020
356302 92.505 452.818 -160.438 125020
356311 91.524 452.918 -160.438 125020
356320 90.543 453.018 -160.438 125020
356329 89.562 453.118 -160.438 125020
356338 88.581 453.218 -160.438 125020
356347 87.6 453.318 -160.438 125020
356355 86.619 453.418 -160.438 125020
356364 85.638 453.518 -160.438 125020
356372 84.657 453.618 -160.438 125020
356381 83.676 453.718 -160.438 125020
356389 82.695 453.818 -160.438 125020
356397 81.714 453.918 -160.438 125020
356405 80.733 454.018 -160.438 125020
356413 79.752 454.118 -160.438 125020
356421 78.771 454.219 -160.438 125020
356428 77.79 454.319 -160.438 125020
356436 76.809 454.419 -160.438 125020
356444 75.828 454.519 -160.438 125020
356451 74.847 454.619 -160.438 125020
356458 73.866 454.719 -160.438 125020
356466 72.885 454.819 -160.438 125020
356473 71.904 454.919 -160.438 125020
356480 70.923 455.019 -160.438 125020
356487 69.942 455.119 -160.438 125020
356493 68.961 455.219 -160.438 125020
356500 67.9799 455.319 -160.438 125020
356507 66.9989 455.419 -160.438 125020
356513 66.0179 455.519 -160.438 125020
356520 65.0369 455.619 -160.438 125020
356526 64.0559 455.719 -160.438 125020
356532 63.0749 455.819 -160.438 125020
356539 62.0939 455.919 -160.438 125020
356545 61.1129 456.019 -160.438 125020
356551 60.1319 456.119 -160.438 125020
356556 59.1509 456.219 -160.438 125020
356562 58.1699 456.319 -160.438 125020
356568 57.1889 456.419 -160.438 125020
356573 56.2079 456.519 -160.438 125020
356579 55.2269 456.619 -160.438 125020
356584 54.2459 456.719 -160.438 125020
356589 53.2649 456.819 -160.438 125020
356595 52.284 456.919 -160.438 125020
356600 51.303 457.019 -160.438 125020
356605 50.322 457.119 -160.438 125020
356610 49.341 457.219 -160.438 125020
356614 48.36 457.319 -160.438 125020
356619 47.379 457.419 -160.438 125020
356624 46.398 457.519 -160.438 125020
356628 45.417 457.619 -160.438 125020
356632 44.436 457.719 -160.438 125020
356637 43.455 457.819 -160.438 125020
356641 42.474 457.919 -160.438 125020
356645 41.493 458.019 -160.438 125020
356649 40.512 458.119 -160.438 125020
356653 39.531 458.219 -160.438 125020
356657 38.55 458.319 -160.438 125020
356660 37.569 458.419 -160.438 125020
356664 36.588 458.519 -160.438 125020
356667 35.607 458.619 -160.438 125020
356671 34.626 458.719 -160.438 125020
356674 33.645 458.819 -160.438 125020
356677 32.664 458.919 -160.438 125020
356680 31.683 459.019 -160.438 125020
356683 30.702 459.119 -160.438 125020
356686 29.721 459.219 -160.438 125020
356689 28.74 459.319 -160.438 125020
356692 27.759 459.419 -160.438 125020
356695 26.778 459.519 -160.438 125020
356697 25.797 459.619 -160.438 125020
356699 24.816 459.719 -160.438 125020
356702 23.835 459.819 -160.438 125020
356704 22.854 459.919 -160.438 125020
356706 21.873 460.019 -160.438 125020
356708 20.892 460.119 -160.438 125020
356710 19.911 460.219 -160.438 125020
356712 18.93 460.319 -160.438 125020
356714 17.949 460.419 -160.438 125020
356715 16.968 460.519 -160.438 125020
356717 15.987 460.619 -160.438 125020
356718 15.006 460.719 -160.438 125020
356720 14.025 460.819 -160.438 125020
356721 13.044 460.919 -160.438 125020
356722 12.063 461.019 -160.438 125020
356723 11.082 461.119 -160.438 125020
356724 10.101 461.219 -160.438 125020
356725 9.11996 461.319 -160.438 125020
356726 8.13896 461.419 -160.438 125020
356726 7.15796 461.519 -160.438 125020
356727 6.17696 461.619 -160.438 125020
356727 5.19596 461.719 -160.438 125020
356728 4.21496 461.819 -160.438 125020
356728 3.23396 461.919 -160.438 125020
356728 2.25296 462.019 -160.438 125020
356728 1.27196 462.119 -160.438 125020
356728 0.290957 462.219 -160.438 125020
356728 -0.690043 462.319 -160.438 125020
356728 -1.67104 462.419 -160.438 125020
356727 -2.65204 462.519 -160.438 125020
356727 -3.63304 462.619 -160.438 125020
356726 -4.61404 462.719 -160.438 125020
356726 -5.59504 462.819 -160.438 125020
356725 -6.57604 462.919 -160.438 125020
356724 -7.55704 463.019 -160.438 125020
356723 -8.53804 463.119 -160.438 125020
356722 -9.51904 463.219 -160.438 125020
356721 -10.5 463.319 -160.438 125020
356720 -11.481 463.419 -160.438 125020
356719 -12.462 463.519 -160.438 125020
356717 -13.443 463.619 -160.438 125020
356716 -14.424 463.719 -160.438 125020
356714 -15.405 463.819 -160.438 125020
356712 -16.386 463.919 -160.438 125020
356711 -17.367 464.019 -160.438 125020
356709 -18.348 464.119 -160.438 125020
356707 -19.329 464.219 -160.438 125020
356705 -20.31 464.319 -160.438 125020
356702 -21.291 464.419 -160.438 125020
356700 -22.272 464.519 -160.438 125020
356698 -23.253 464.619 -160.438 125020
356695 -24.2341 464.719 -160.438 125020
356693 -25.2151 464.819 -160.438 125020
356690 -26.1961 464.919 -160.438 125020
356687 -27.1771 465.019 -160.438 125020
356684 -28.1581 465.119 -160.438 125020
356681 -29.1391 465.219 -160.438 125020
356678 -30.1201 465.319 -160.438 125020
356675 -31.1011 465.419 -160.438 125020
356672 -32.0821 465.519 -160.438 125020
356669 -33.0631 465.619 -160.438 125020
356665 -34.0441 465.719 -160.438 125020
356661 -35.0251 465.819 -160.438 125020
356658 -36.0061 465.919 -160.438 125020
356654 -36.9871 466.019 -160.438 125020
356650 -37.9681 466.119 -160.438 125020
356646 -38.9491 466.219 -160.438 125020
356642 -39.93 466.319 -160.438 125020
356638 -40.911 466.419 -160.438 125020
356634 -41.892 466.519 -160.438 125020
356629 -42.873 466.619 -160.438 125020
356625 -43.854 466.719 -160.438 125020
356620 -44.835 466.819 -160.438 125020
356616 -45.816 466.919 -160.438 125020
356611 -46.797 467.019 -160.438 125020
356606 -47.778 467.119 -160.438 125020
356601 -48.759 467.219 -160.438 125020
356596 -49.74 467.319 -160.438 125020
356591 -50.721 467.419 -160.438 125020
356586 -51.702 467.519 -160.438 125020
356581 -52.683 467.619 -160.438 125020
356575 -53.664 467.719 -160.438 125020
356570 -54.645 467.819 -160.438 125020
356564 -55.626 467.919 -160.438 125020
356558 -56.607 468.019 -160.438 125020
356552 -57.588 468.119 -160.438 125020
356547 -58.569 468.219 -160.438 125020
356541 -59.55 468.319 -160.438 125020
356534 -60.531 468.419 -160.438 125020
356528 -61.512 468.519 -160.438 125020
356522 -62.493 468.619 -160.438 125020
356515 -63.474 468.719 -160.438 125020
356509 -64.455 468.819 -160.438 125020
356502 -65.436 468.919 -160.438 125020
356496 -66.417 469.019 -160.438 125020
356489 -67.398 469.119 -160.438 125020
356482 -68.379 469.219 -160.438 125020
356475 -69.36 469.319 -160.438 125020
356468 -70.341 469.419 -160.438 125020
356461 -71.322 469.519 -160.438 125020
356453 -72.303 469.619 -160.438 125020
356446 -73.284 469.719 -160.438 125020
356438 -74.2651 469.819 -160.438 125020
356431 -75.2461 469.919 -160.438 125020
356423 -76.2271 470.019 -160.438 125020
356415 -77.2081 470.119 -160.438 125020
356408 -78.1891 470.219 -160.438 125020
356400 -79.1701 470.319 -160.438 125020
356391 -80.1511 470.419 -160.438 125020
356383 -81.1321 470.52 -160.438 125020
356375 -82.1131 470.62 -160.438 125020
356367 -83.0941 470.72 -160.438 125020
356358 -84.0751 470.82 -160.438 125020
356350 -85.0561 470.92 -160.438 125020
356341 -86.0371 471.02 -160.438 125020
356332 -87.0181 471.12 -160.438 125020
356323 -87.9991 471.22 -160.438 125020
356314 -88.9801 471.32 -160.438 125020
356305 -89.9611 471.42 -160.438 125020
356296 -90.9421 471.52 -160.438 125020
356287 -91.9231 471.62 -160.438 125020
356278 -92.9041 471.72 -160.438 125020
356268 -93.8851 471.82 -160.438 125020
356259 -94.8661 471.92 -160.438 125020
356249 -95.8471 472.02 -160.438 125020
356239 -96.8281 472.12 -160.438 125020
356229 -97.8091 472.22 -160.438 125020
356219 -98.7901 472.32 -160.438 125020
356209 -99.7711 472.42 -160.438 125020
356199 -100.752 472.52 -160.438 125020
356189 -101.733 472.62 -160.438 125020
356179 -102.714 472.72 -160.438 125020
356168 -103.695 472.82 -160.438 125020
356158 -104.676 472.92 -160.438 125020
356147 -105.657 473.02 -160.438 125020
356136 -106.638 473.12 -160.438 125020
356125 -107.619 473.22 -160.438 125020
356115 -108.6 473.32 -160.438 125020
356104 -109.581 473.42 -160.438 125020
356092 -110.562 473.52 -160.438 125020
356081 -111.543 473.62 -160.438 125020
356070 -112.524 473.72 -160.438 125020
356058 -113.505 473.82 -160.438 125020
356047 -114.486 473.92 -160.438 125020
356035 -115.467 474.02 -160.438 125020
356024 -116.448 474.12 -160.438 125020
356012 -117.429 474.22 -160.438 125020
356000 -118.41 474.32 -160.438 125020
355988 -119.391 474.42 -160.438 125020
355976 -120.372 474.52 -160.438 125020
355964 -121.353 474.62 -160.438 125020
355951 -122.334 474.72 -160.438 125020
355939 -123.315 474.82 -160.438 125020
355926 -124.296 474.92 -160.438 125020
355914 -125.277 475.02 -160.438 125020
355901 -126.258 475.12 -160.438 125020
355888 -127.239 475.22 -160.438 125020
355876 -128.22 475.32 -160.438 125020
355863 -129.201 475.42 -160.438 125020
355849 -130.182 475.52 -160.438 125020
355836 -131.163 475.62 -160.438 125020
355823 -132.144 475.72 -160.438 125020
355810 -133.125 475.82 -160.438 125020
355796 -134.106 475.92 -160.438 125020
355783 -135.087 476.02 -160.438 125020
355769 -136.068 476.12 -160.438 125020
355755 -137.049 476.22 -160.438 125020
355741 -138.03 476.32 -160.438 125020
355727 -139.011 476.42 -160.438 125020
355713 -139.992 476.52 -160.438 125020
355699 -140.973 476.62 -160.438 125020
355685 -141.954 476.72 -160.438 125020
355670 -142.935 476.82 -160.438 125020
355656 -143.916 476.92 -160.438 125020
355641 -144.897 477.02 -160.438 125020
355627 -145.878 477.12 -160.438 125020
355612 -146.859 477.22 -160.438 125020
355597 -147.84 477.32 -160.438 125020
355582 -148.821 477.42 -160.438 125020
355567 -149.802 477.52 -160.438 125020
355552 -150.783 477.62 -160.438 125020
355537 -151.764 477.72 -160.438 125020
355521 -152.745 477.82 -160.438 125020
355506 -153.726 477.92 -160.438 125020
355491 -154.707 478.02 -160.438 125020
355475 -155.688 478.12 -160.438 125020
355459 -156.669 478.22 -160.438 125020
355443 -157.65 478.32 -160.438 125020
355427 -158.631 478.42 -160.438 125020
355411 -159.612 478.52 -160.438 125020
355395 -160.593 478.62 -160.438 125020
355379 -161.574 478.72 -160.438 125020
355363 -162.555 478.82 -160.438 125020
355346 -163.536 478.92 -160.438 125020
355330 -164.517 479.02 -160.438 125020
355313 -165.498 479.12 -160.438 125020
355296 -166.479 479.22 -160.438 125020
355280 -167.46 479.32 -160.438 125020
355263 -168.441 479.42 -160.438 125020
355246 -169.422 479.52 -160.438 125020
355229 -170.403 479.62 -160.438 125020
355211 -171.384 479.72 -160.438 125020
355194 -172.365 479.82 -160.438 125020
355177 -173.346 479.92 -160.438 125020
355159 -174.327 480.02 -160.438 125020
355142 -175.308 480.12 -160.438 125020
355124 -176.289 480.22 -160.438 125020
355106 -177.27 480.32 -160.438 125020
355088 -178.251 480.42 -160.438 125020
355070 -179.232 480.52 -160.438 125020
355052 -180.213 480.62 -160.438 125020
355034 -181.194 480.72 -160.438 125020
355016 -182.175 480.82 -160.438 125020
354997 -183.156 480.92 -160.438 125020
354979 -184.137 481.02 -160.438 125020
354960 -185.118 481.12 -160.438 125020
354942 -186.099 481.22 -160.438 125020
354923 -187.08 481.32 -160.438 125020
354904 -188.061 481.42 -160.438 125020
354885 -189.042 481.52 -160.438 125020
354866 -190.023 481.62 -160.438 125020
354847 -191.004 481.72 -160.438 125020
354828 -191.985 481.82 -160.438 125020
354808 -192.966 481.92 -160.438 125020
354789 -193.947 482.02 -160.438 125020
354769 -194.928 482.12 -160.438 125020
354750 -195.909 482.22 -160.438 125020
354730 -196.89 482.32 -160.438 125020
354710 -197.871 482.42 -160.438 125020
354690 -198.852 482.52 -160.438 125020
354670 -199.833 482.62 -160.438 125020
354650 -200.814 482.72 -160.438 125020
354630 -201.795 482.82 -160.438 125020
354609 -202.776 482.92 -160.438 125020
354589 -203.757 483.02 -160.438 125020
354568 -204.738 483.12 -160.438 125020
354548 -205.719 483.22 -160.438 125020
354527 -206.7 483.32 -160.438 125020
354506 -207.681 483.42 -160.438 125020
354485 -208.662 483.52 -160.438 125020
354464 -209.643 483.62 -160.438 125020
354443 -210.624 483.72 -160.438 125020
354422 -211.605 483.82 -160.438 125020
354400 -212.586 483.92 -160.438 125020
354379 -213.567 484.02 -160.438 125020
354358 -214.548 484.12 -160.438 125020
354336 -215.529 484.22 -160.438 125020
354314 -216.51 484.32 -160.438 125020
354292 -217.491 484.42 -160.438 125020
354270 -218.472 484.52 -160.438 125020
354248 -219.453 484.62 -160.438 125020
354226 -220.434 484.72 -160.438 125020
354204 -221.415 484.82 -160.438 125020
354182 -222.396 484.92 -160.438 125020
354159 -223.377 485.02 -160.438 125020
354137 -224.358 485.12 -160.438 125020
354114 -225.339 485.22 -160.438 125020
354092 -226.32 485.32 -160.438 125020
354069 -227.301 485.42 -160.438 125020
354046 -228.282 485.52 -160.438 125020
354023 -229.263 485.62 -160.438 125020
354000 -230.244 485.72 -160.438 125020
353977 -231.225 485.82 -160.438 125020
353953 -232.206 485.92 -160.438 125020
353930 -233.188 486.02 -160.438 125020
353907 -234.169 486.12 -160.438 125020
353883 -235.15 486.22 -160.438 125020
353859 -236.131 486.32 -160.438 125020
353836 -237.112 486.42 -160.438 125020
353812 -238.093 486.52 -160.438 125020
353788 -239.074 486.62 -160.438 125020
353764 -240.055 486.72 -160.438 125020
353739 -241.036 486.82 -160.438 125020
353715 -242.017 486.921 -160.438 125020
353691 -242.998 487.021 -160.438 125020
353666 -243.979 487.121 -160.438 125020
353642 -244.96 487.221 -160.438 125020
353617 -245.941 487.321 -160.438 125020
353592 -246.922 487.421 -160.438 125020
353568 -247.903 487.521 -160.438 125020
353543 -248.884 487.621 -160.438 125020
353518 -249.865 487.721 -160.438 125020
353492 -250.846 487.821 -160.438 125020
353467 -251.827 487.921 -160.438 125020
353442 -252.808 488.021 -160.438 125020
353416 -253.789 488.121 -160.438 125020
353391 -254.77 488.221 -160.438 125020
353365 -255.751 488.321 -160.438 125020
353339 -256.732 488.421 -160.438 125020
353314 -257.713 488.521 -160.438 125020
353288 -258.694 488.621 -160.438 125020
353262 -259.675 488.721 -160.438 125020
